date,impfstoff,impfstofftyp,region,dosen,einrichtung,geo,Hersteller,KW,wochentag,Jahr,Monat,JahrKW
2021-11-30,johnson,wildtyp,DE-MV,0,oegd,Mecklenburg-Vorpommern,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-NI,915,oegd,Niedersachsen,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-NW,15675,oegd,Nordrhein-Westfalen,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-RP,1185,oegd,Rheinland-Pfalz,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-SL,55,oegd,Saarland,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-SN,10,oegd,Sachsen,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-ST,400,oegd,Sachsen-Anhalt,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-SH,1585,oegd,Schleswig-Holstein,J&J,48,2,2021,11,202148
2021-11-30,johnson,wildtyp,DE-TH,450,oegd,Thüringen,J&J,48,2,2021,11,202148
2021-12-07,comirnaty,wildtyp,DE-Betriebe,12,betriebe,Betriebe,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BW,298668,arztpraxen,Baden-Württemberg,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BY,367926,arztpraxen,Bayern,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BE,105522,arztpraxen,Berlin,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BB,64410,arztpraxen,Brandenburg,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-HB,15900,arztpraxen,Bremen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-HH,48036,arztpraxen,Hamburg,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-HE,172632,arztpraxen,Hessen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-MV,63246,arztpraxen,Mecklenburg-Vorpommern,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-NI,213990,arztpraxen,Niedersachsen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-NW,463950,arztpraxen,Nordrhein-Westfalen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-RP,107034,arztpraxen,Rheinland-Pfalz,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-SL,24324,arztpraxen,Saarland,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-SN,106086,arztpraxen,Sachsen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-ST,51816,arztpraxen,Sachsen-Anhalt,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-SH,84552,arztpraxen,Schleswig-Holstein,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-TH,54132,arztpraxen,Thüringen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BW,123024,oegd,Baden-Württemberg,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BY,127248,oegd,Bayern,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BE,14490,oegd,Berlin,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-BB,32538,oegd,Brandenburg,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-HB,9414,oegd,Bremen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-HH,7716,oegd,Hamburg,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-HE,115926,oegd,Hessen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-MV,14556,oegd,Mecklenburg-Vorpommern,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-NI,122436,oegd,Niedersachsen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-NW,102120,oegd,Nordrhein-Westfalen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-RP,41004,oegd,Rheinland-Pfalz,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-SL,11250,oegd,Saarland,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-SN,27822,oegd,Sachsen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-ST,11790,oegd,Sachsen-Anhalt,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-SH,13404,oegd,Schleswig-Holstein,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,comirnaty,wildtyp,DE-TH,15486,oegd,Thüringen,BNT/Pfizer,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BW,529700,arztpraxen,Baden-Württemberg,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BY,468220,arztpraxen,Bayern,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BE,113520,arztpraxen,Berlin,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BB,117840,arztpraxen,Brandenburg,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-HB,22710,arztpraxen,Bremen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-HH,64780,arztpraxen,Hamburg,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-HE,293210,arztpraxen,Hessen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-MV,118530,arztpraxen,Mecklenburg-Vorpommern,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-NI,401210,arztpraxen,Niedersachsen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-NW,941110,arztpraxen,Nordrhein-Westfalen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-RP,153660,arztpraxen,Rheinland-Pfalz,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-SL,44670,arztpraxen,Saarland,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-SN,144030,arztpraxen,Sachsen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-ST,65500,arztpraxen,Sachsen-Anhalt,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-SH,116430,arztpraxen,Schleswig-Holstein,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-TH,32360,arztpraxen,Thüringen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BW,279660,oegd,Baden-Württemberg,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BY,433480,oegd,Bayern,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BE,73100,oegd,Berlin,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-BB,41690,oegd,Brandenburg,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-HB,27130,oegd,Bremen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-HH,10710,oegd,Hamburg,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-HE,189060,oegd,Hessen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-MV,38800,oegd,Mecklenburg-Vorpommern,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-NI,148460,oegd,Niedersachsen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-NW,542030,oegd,Nordrhein-Westfalen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-RP,32440,oegd,Rheinland-Pfalz,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-SL,17540,oegd,Saarland,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-SN,23990,oegd,Sachsen,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-ST,78260,oegd,Sachsen-Anhalt,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-SH,32970,oegd,Schleswig-Holstein,Moderna,49,2,2021,12,202149
2021-12-07,moderna,wildtyp,DE-TH,560,oegd,Thüringen,Moderna,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BW,21630,arztpraxen,Baden-Württemberg,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BY,15015,arztpraxen,Bayern,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BE,5530,arztpraxen,Berlin,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BB,4055,arztpraxen,Brandenburg,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-HB,320,arztpraxen,Bremen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-HH,2585,arztpraxen,Hamburg,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-HE,9325,arztpraxen,Hessen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-MV,2135,arztpraxen,Mecklenburg-Vorpommern,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-NI,7805,arztpraxen,Niedersachsen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-NW,12920,arztpraxen,Nordrhein-Westfalen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-RP,11075,arztpraxen,Rheinland-Pfalz,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-SL,1305,arztpraxen,Saarland,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-SN,1835,arztpraxen,Sachsen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-ST,3815,arztpraxen,Sachsen-Anhalt,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-SH,1015,arztpraxen,Schleswig-Holstein,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-TH,3550,arztpraxen,Thüringen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BW,26015,oegd,Baden-Württemberg,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BY,11960,oegd,Bayern,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BE,65,oegd,Berlin,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-BB,500,oegd,Brandenburg,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-HB,1000,oegd,Bremen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-HH,150,oegd,Hamburg,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-HE,9515,oegd,Hessen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-MV,1210,oegd,Mecklenburg-Vorpommern,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-NI,8340,oegd,Niedersachsen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-NW,25775,oegd,Nordrhein-Westfalen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-RP,5390,oegd,Rheinland-Pfalz,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-SL,60,oegd,Saarland,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-SN,0,oegd,Sachsen,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-ST,5,oegd,Sachsen-Anhalt,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-SH,12250,oegd,Schleswig-Holstein,J&J,49,2,2021,12,202149
2021-12-07,johnson,wildtyp,DE-TH,300,oegd,Thüringen,J&J,49,2,2021,12,202149
2021-12-14,comirnaty,wildtyp,DE-BW,465096,arztpraxen,Baden-Württemberg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BY,507138,arztpraxen,Bayern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BE,178758,arztpraxen,Berlin,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BB,109446,arztpraxen,Brandenburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HB,30534,arztpraxen,Bremen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HH,76302,arztpraxen,Hamburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HE,417840,arztpraxen,Hessen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-MV,137868,arztpraxen,Mecklenburg-Vorpommern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NI,352482,arztpraxen,Niedersachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NW,699282,arztpraxen,Nordrhein-Westfalen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-RP,170466,arztpraxen,Rheinland-Pfalz,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SL,40338,arztpraxen,Saarland,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SN,185970,arztpraxen,Sachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-ST,85656,arztpraxen,Sachsen-Anhalt,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SH,107772,arztpraxen,Schleswig-Holstein,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-TH,61644,arztpraxen,Thüringen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BW,301776,oegd,Baden-Württemberg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BY,348012,oegd,Bayern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BE,40632,oegd,Berlin,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BB,66246,oegd,Brandenburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HB,32178,oegd,Bremen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HH,21624,oegd,Hamburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HE,214404,oegd,Hessen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-MV,38820,oegd,Mecklenburg-Vorpommern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NI,279720,oegd,Niedersachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NW,226344,oegd,Nordrhein-Westfalen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-RP,59820,oegd,Rheinland-Pfalz,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SL,21672,oegd,Saarland,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SN,103926,oegd,Sachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-ST,38616,oegd,Sachsen-Anhalt,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SH,27768,oegd,Schleswig-Holstein,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-TH,9138,oegd,Thüringen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BW,373070,arztpraxen,Baden-Württemberg,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BY,322250,arztpraxen,Bayern,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BE,96210,arztpraxen,Berlin,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BB,74830,arztpraxen,Brandenburg,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-HB,13040,arztpraxen,Bremen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-HH,61000,arztpraxen,Hamburg,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-HE,169760,arztpraxen,Hessen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-MV,51840,arztpraxen,Mecklenburg-Vorpommern,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-NI,322300,arztpraxen,Niedersachsen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-NW,653330,arztpraxen,Nordrhein-Westfalen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-RP,144870,arztpraxen,Rheinland-Pfalz,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-SL,36190,arztpraxen,Saarland,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-SN,82700,arztpraxen,Sachsen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-ST,47370,arztpraxen,Sachsen-Anhalt,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-SH,74910,arztpraxen,Schleswig-Holstein,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-TH,18240,arztpraxen,Thüringen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BW,325190,oegd,Baden-Württemberg,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BY,145380,oegd,Bayern,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BE,60840,oegd,Berlin,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-BB,20460,oegd,Brandenburg,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-HB,18100,oegd,Bremen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-HH,23600,oegd,Hamburg,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-HE,152060,oegd,Hessen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-MV,10200,oegd,Mecklenburg-Vorpommern,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-NI,174860,oegd,Niedersachsen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-NW,379030,oegd,Nordrhein-Westfalen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-RP,50640,oegd,Rheinland-Pfalz,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-SL,17300,oegd,Saarland,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-SN,49160,oegd,Sachsen,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-ST,40510,oegd,Sachsen-Anhalt,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-SH,13360,oegd,Schleswig-Holstein,Moderna,50,2,2021,12,202150
2021-12-14,moderna,wildtyp,DE-TH,2180,oegd,Thüringen,Moderna,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BW,11260,arztpraxen,Baden-Württemberg,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BY,7110,arztpraxen,Bayern,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BE,1880,arztpraxen,Berlin,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BB,1455,arztpraxen,Brandenburg,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-HB,330,arztpraxen,Bremen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-HH,2560,arztpraxen,Hamburg,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-HE,5325,arztpraxen,Hessen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-MV,1445,arztpraxen,Mecklenburg-Vorpommern,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-NI,5475,arztpraxen,Niedersachsen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-NW,7480,arztpraxen,Nordrhein-Westfalen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-RP,3425,arztpraxen,Rheinland-Pfalz,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-SL,1000,arztpraxen,Saarland,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-SN,835,arztpraxen,Sachsen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-ST,935,arztpraxen,Sachsen-Anhalt,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-SH,1285,arztpraxen,Schleswig-Holstein,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-TH,1315,arztpraxen,Thüringen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BW,29410,oegd,Baden-Württemberg,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BY,5005,oegd,Bayern,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BE,170,oegd,Berlin,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-BB,30,oegd,Brandenburg,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-HB,0,oegd,Bremen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-HH,200,oegd,Hamburg,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-HE,3345,oegd,Hessen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-MV,775,oegd,Mecklenburg-Vorpommern,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-NI,5325,oegd,Niedersachsen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-NW,4280,oegd,Nordrhein-Westfalen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-RP,3830,oegd,Rheinland-Pfalz,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-SL,10,oegd,Saarland,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-SN,0,oegd,Sachsen,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-ST,1010,oegd,Sachsen-Anhalt,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-SH,5065,oegd,Schleswig-Holstein,J&J,50,2,2021,12,202150
2021-12-14,johnson,wildtyp,DE-TH,150,oegd,Thüringen,J&J,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BW,79860,arztpraxen,Baden-Württemberg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BY,147950,arztpraxen,Bayern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BE,22230,arztpraxen,Berlin,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BB,8860,arztpraxen,Brandenburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HB,20370,arztpraxen,Bremen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HH,16100,arztpraxen,Hamburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HE,90790,arztpraxen,Hessen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-MV,9860,arztpraxen,Mecklenburg-Vorpommern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NI,98580,arztpraxen,Niedersachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NW,220930,arztpraxen,Nordrhein-Westfalen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-RP,28720,arztpraxen,Rheinland-Pfalz,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SL,5690,arztpraxen,Saarland,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SN,6520,arztpraxen,Sachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-ST,6180,arztpraxen,Sachsen-Anhalt,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SH,14380,arztpraxen,Schleswig-Holstein,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-TH,4920,arztpraxen,Thüringen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BW,109050,oegd,Baden-Württemberg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BY,81960,oegd,Bayern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BE,120960,oegd,Berlin,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-BB,6790,oegd,Brandenburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HB,6010,oegd,Bremen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HH,400,oegd,Hamburg,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-HE,88560,oegd,Hessen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-MV,0,oegd,Mecklenburg-Vorpommern,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NI,48860,oegd,Niedersachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-NW,180260,oegd,Nordrhein-Westfalen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-RP,470,oegd,Rheinland-Pfalz,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SL,10480,oegd,Saarland,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SN,9460,oegd,Sachsen,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-ST,4610,oegd,Sachsen-Anhalt,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-SH,0,oegd,Schleswig-Holstein,BNT/Pfizer,50,2,2021,12,202150
2021-12-14,comirnaty,wildtyp,DE-TH,300,oegd,Thüringen,BNT/Pfizer,50,2,2021,12,202150
2021-12-21,comirnaty,wildtyp,DE-BW,133278,arztpraxen,Baden-Württemberg,BNT/Pfizer,51,2,2021,12,202151
