Entity,Code,Day,people_fully_vaccinated_per_hundred,145609-annotations
Sri Lanka,LKA,2021-07-20,7.9,
Sri Lanka,LKA,2021-07-21,7.97,
Sri Lanka,LKA,2021-07-22,8.01,
Sri Lanka,LKA,2021-07-23,8.08,
Sri Lanka,LKA,2021-07-24,8.12,
Sri Lanka,LKA,2021-07-25,8.34,
Sri Lanka,LKA,2021-07-26,8.4,
Sri Lanka,LKA,2021-07-27,8.76,
Sri Lanka,LKA,2021-07-28,8.78,
Sri Lanka,LKA,2021-07-29,9.28,
Sri Lanka,LKA,2021-07-30,9.6,
Sri Lanka,LKA,2021-07-31,9.93,
Sri Lanka,LKA,2021-08-01,10.02,
Sri Lanka,LKA,2021-08-02,10.49,
Sri Lanka,LKA,2021-08-03,11.39,
Sri Lanka,LKA,2021-08-04,12.02,
Sri Lanka,LKA,2021-08-05,12.31,
Sri Lanka,LKA,2021-08-06,12.46,
Sri Lanka,LKA,2021-08-07,12.56,
Sri Lanka,LKA,2021-08-08,12.93,
Sri Lanka,LKA,2021-08-12,17.56,
Sri Lanka,LKA,2021-08-20,24.51,
Sri Lanka,LKA,2021-08-21,25.65,
Sri Lanka,LKA,2021-08-22,26.14,
Sri Lanka,LKA,2021-08-23,26.35,
Sri Lanka,LKA,2021-08-24,27.01,
Sri Lanka,LKA,2021-08-25,27.68,
Sri Lanka,LKA,2021-08-26,28.48,
Sri Lanka,LKA,2021-08-27,30.07,
Sri Lanka,LKA,2021-08-28,31.97,
Sri Lanka,LKA,2021-08-29,32.76,
Sri Lanka,LKA,2021-08-30,33.37,
Sri Lanka,LKA,2021-08-31,35.83,
Sri Lanka,LKA,2021-09-01,38,
Sri Lanka,LKA,2021-09-02,39.92,
Sri Lanka,LKA,2021-09-03,40.94,
Sri Lanka,LKA,2021-09-04,41.9,
Sri Lanka,LKA,2021-09-05,42.51,
Sri Lanka,LKA,2021-09-06,42.7,
Sri Lanka,LKA,2021-09-07,43.8,
Sri Lanka,LKA,2021-09-08,45.19,
Sri Lanka,LKA,2021-09-09,46.49,
Sri Lanka,LKA,2021-09-10,47.5,
Sri Lanka,LKA,2021-09-11,48.41,
Sri Lanka,LKA,2021-09-12,49.05,
Sri Lanka,LKA,2021-09-13,49.21,
Sri Lanka,LKA,2021-09-14,49.65,
Sri Lanka,LKA,2021-09-15,49.99,
Sri Lanka,LKA,2021-09-16,50.3,
Sri Lanka,LKA,2021-09-17,50.55,
Sri Lanka,LKA,2021-09-18,51.02,
Sri Lanka,LKA,2021-09-19,51.42,
Sri Lanka,LKA,2021-09-20,51.6,
Sri Lanka,LKA,2021-09-21,51.75,
Sri Lanka,LKA,2021-09-22,52.12,
Sri Lanka,LKA,2021-09-23,52.6,
Sri Lanka,LKA,2021-09-24,53.06,
Sri Lanka,LKA,2021-09-25,53.55,
Sri Lanka,LKA,2021-09-26,53.93,
Sri Lanka,LKA,2021-09-27,54.01,
Sri Lanka,LKA,2021-09-28,54.25,
Sri Lanka,LKA,2021-09-29,54.43,
Sri Lanka,LKA,2021-09-30,54.57,
Sri Lanka,LKA,2021-10-01,54.77,
Sri Lanka,LKA,2021-10-02,54.99,
Sri Lanka,LKA,2021-10-03,55.14,
Sri Lanka,LKA,2021-10-04,55.17,
Sri Lanka,LKA,2021-10-05,55.47,
Sri Lanka,LKA,2021-10-06,55.67,
Sri Lanka,LKA,2021-10-07,56.02,
Sri Lanka,LKA,2021-10-08,56.4,
Sri Lanka,LKA,2021-10-09,57.01,
Sri Lanka,LKA,2021-10-10,57.5,
Sri Lanka,LKA,2021-10-11,57.67,
Sudan,SDN,2021-05-30,0.08,
Sudan,SDN,2021-06-02,0.09,
Sudan,SDN,2021-06-07,0.14,
Sudan,SDN,2021-06-08,0.15,
Sudan,SDN,2021-06-14,0.19,
Sudan,SDN,2021-06-20,0.24,
Sudan,SDN,2021-06-28,0.27,
Sudan,SDN,2021-06-29,0.28,
Sudan,SDN,2021-07-18,0.41,
Sudan,SDN,2021-08-22,0.54,
Sudan,SDN,2021-09-08,0.76,
Sudan,SDN,2021-09-14,1.13,
Sudan,SDN,2021-09-19,1.3,
Suriname,SUR,2021-05-04,0.01,
Suriname,SUR,2021-05-07,0.04,
Suriname,SUR,2021-05-08,0.08,
Suriname,SUR,2021-05-11,0.12,
Suriname,SUR,2021-05-13,0.17,
Suriname,SUR,2021-05-15,0.27,
Suriname,SUR,2021-05-17,0.35,
Suriname,SUR,2021-05-19,0.43,
Suriname,SUR,2021-05-20,0.76,
Suriname,SUR,2021-05-21,0.92,
Suriname,SUR,2021-05-23,1.56,
Suriname,SUR,2021-05-25,1.82,
Suriname,SUR,2021-05-26,2.01,
Suriname,SUR,2021-05-28,2.24,
Suriname,SUR,2021-05-29,2.45,
Suriname,SUR,2021-06-01,2.69,
Suriname,SUR,2021-06-02,2.9,
Suriname,SUR,2021-06-03,3.15,
Suriname,SUR,2021-06-05,3.57,
Suriname,SUR,2021-06-06,3.59,
Suriname,SUR,2021-06-07,3.62,
Suriname,SUR,2021-06-08,3.66,
Suriname,SUR,2021-06-09,3.75,
Suriname,SUR,2021-06-12,4.27,
Suriname,SUR,2021-06-13,4.38,
Suriname,SUR,2021-06-14,4.44,
Suriname,SUR,2021-06-15,4.48,
Suriname,SUR,2021-06-16,4.78,
Suriname,SUR,2021-06-18,5.14,
Suriname,SUR,2021-06-20,5.24,
Suriname,SUR,2021-06-21,5.31,
Suriname,SUR,2021-06-23,5.51,
Suriname,SUR,2021-06-24,5.62,
Suriname,SUR,2021-06-25,5.78,
Suriname,SUR,2021-06-27,5.83,
Suriname,SUR,2021-06-28,5.91,
Suriname,SUR,2021-06-30,6.07,
Suriname,SUR,2021-07-01,6.12,
Suriname,SUR,2021-07-02,6.24,
Suriname,SUR,2021-07-04,6.32,
Suriname,SUR,2021-07-05,6.4,
Suriname,SUR,2021-07-06,6.51,
Suriname,SUR,2021-07-07,6.64,
Suriname,SUR,2021-07-09,6.87,
Suriname,SUR,2021-07-11,6.91,
Suriname,SUR,2021-07-12,7.08,
Suriname,SUR,2021-07-14,7.46,
Suriname,SUR,2021-07-15,7.64,
Suriname,SUR,2021-07-16,7.91,
Suriname,SUR,2021-07-17,7.97,
Suriname,SUR,2021-07-18,8.04,
Suriname,SUR,2021-07-19,8.18,
Suriname,SUR,2021-07-20,8.24,
Suriname,SUR,2021-07-21,8.38,
Suriname,SUR,2021-07-22,8.5,
Suriname,SUR,2021-07-23,8.72,
Suriname,SUR,2021-07-24,8.79,
Suriname,SUR,2021-07-25,8.85,
Suriname,SUR,2021-07-26,8.97,
Suriname,SUR,2021-07-27,9.21,
Suriname,SUR,2021-07-28,9.43,
Suriname,SUR,2021-07-29,9.58,
Suriname,SUR,2021-07-30,9.81,
Suriname,SUR,2021-08-01,10.09,
Suriname,SUR,2021-08-02,10.34,
Suriname,SUR,2021-08-03,10.68,
Suriname,SUR,2021-08-04,11.01,
Suriname,SUR,2021-08-05,11.26,
Suriname,SUR,2021-08-06,11.27,
Suriname,SUR,2021-08-07,11.59,
Suriname,SUR,2021-08-08,12.06,
Suriname,SUR,2021-08-09,12.41,
Suriname,SUR,2021-08-10,12.53,
Suriname,SUR,2021-08-11,12.73,
Suriname,SUR,2021-08-12,12.91,
Suriname,SUR,2021-08-13,13.42,
Suriname,SUR,2021-08-14,13.98,
Suriname,SUR,2021-08-15,14.34,
Suriname,SUR,2021-08-16,14.69,
Suriname,SUR,2021-08-17,15.08,
Suriname,SUR,2021-08-18,15.35,
Suriname,SUR,2021-08-19,15.79,
Suriname,SUR,2021-08-20,16.47,
Suriname,SUR,2021-08-21,17.52,
Suriname,SUR,2021-08-22,17.53,
Suriname,SUR,2021-08-23,18.76,
Suriname,SUR,2021-08-24,19.37,
Suriname,SUR,2021-08-25,19.7,
Suriname,SUR,2021-08-26,20.46,
Suriname,SUR,2021-08-27,21.04,
Suriname,SUR,2021-08-28,21.8,
Suriname,SUR,2021-08-29,22.27,
Suriname,SUR,2021-08-30,22.49,
Suriname,SUR,2021-08-31,22.76,
Suriname,SUR,2021-09-01,23.13,
Suriname,SUR,2021-09-02,23.47,
Suriname,SUR,2021-09-03,23.83,
Suriname,SUR,2021-09-04,24.2,
Suriname,SUR,2021-09-05,24.53,
Suriname,SUR,2021-09-06,24.76,
Suriname,SUR,2021-09-07,25.12,
Suriname,SUR,2021-09-08,25.42,
Suriname,SUR,2021-09-09,25.61,
Suriname,SUR,2021-09-10,25.88,
Suriname,SUR,2021-09-11,25.93,
Suriname,SUR,2021-09-12,26.1,
Suriname,SUR,2021-09-13,26.27,
Suriname,SUR,2021-09-14,26.43,
Suriname,SUR,2021-09-15,26.62,
Suriname,SUR,2021-09-16,26.95,
Suriname,SUR,2021-09-17,26.99,
Suriname,SUR,2021-09-19,27.1,
Suriname,SUR,2021-09-20,27.15,
Suriname,SUR,2021-09-21,27.5,
Suriname,SUR,2021-09-22,27.74,
Suriname,SUR,2021-09-23,27.91,
Suriname,SUR,2021-09-24,28.18,
Suriname,SUR,2021-09-25,28.28,
Suriname,SUR,2021-09-27,28.47,
Suriname,SUR,2021-09-28,28.64,
Suriname,SUR,2021-09-29,28.76,
Suriname,SUR,2021-09-30,29.1,
Suriname,SUR,2021-10-01,29.29,
Suriname,SUR,2021-10-02,29.31,
Suriname,SUR,2021-10-04,29.48,
Suriname,SUR,2021-10-05,29.66,
Suriname,SUR,2021-10-06,29.84,
Suriname,SUR,2021-10-07,30.01,
Suriname,SUR,2021-10-08,30.16,
Suriname,SUR,2021-10-09,30.2,
Suriname,SUR,2021-10-10,30.44,
Sweden,SWE,2021-01-10,0,
Sweden,SWE,2021-01-17,0,
Sweden,SWE,2021-01-24,0.11,
Sweden,SWE,2021-01-31,0.36,
Sweden,SWE,2021-02-07,0.92,
Sweden,SWE,2021-02-14,1.61,
Sweden,SWE,2021-02-21,2.44,
Sweden,SWE,2021-02-28,2.97,
Sweden,SWE,2021-03-07,3.34,
Sweden,SWE,2021-03-14,3.72,
Sweden,SWE,2021-03-21,4.26,
Sweden,SWE,2021-03-28,4.93,
Sweden,SWE,2021-04-04,5.59,
Sweden,SWE,2021-04-11,6.51,
Sweden,SWE,2021-04-18,7.14,
Sweden,SWE,2021-04-25,7.5,
Sweden,SWE,2021-05-02,7.76,
Sweden,SWE,2021-05-09,8.89,
Sweden,SWE,2021-05-16,10.33,
Sweden,SWE,2021-05-23,12.31,
Sweden,SWE,2021-05-30,15.13,
Sweden,SWE,2021-06-06,18.74,
Sweden,SWE,2021-06-13,22.75,
Sweden,SWE,2021-06-20,27.35,
Sweden,SWE,2021-06-27,30.76,
Sweden,SWE,2021-07-04,33.92,
Sweden,SWE,2021-07-11,35.98,
Sweden,SWE,2021-07-18,37.55,
Sweden,SWE,2021-07-25,39.56,
Sweden,SWE,2021-08-01,42.1,
Sweden,SWE,2021-08-08,44.97,
Sweden,SWE,2021-08-15,48.26,
Sweden,SWE,2021-08-22,52.31,
Sweden,SWE,2021-08-29,56.09,
Sweden,SWE,2021-09-05,59,
Sweden,SWE,2021-09-12,61.13,
Sweden,SWE,2021-09-19,62.91,
Sweden,SWE,2021-09-26,64.23,
Sweden,SWE,2021-10-05,65.69,
Sweden,SWE,2021-10-06,65.83,
Sweden,SWE,2021-10-07,65.98,
Sweden,SWE,2021-10-08,66.15,
Switzerland,CHE,2020-12-28,0,
Switzerland,CHE,2020-12-29,0,
Switzerland,CHE,2020-12-30,0,
Switzerland,CHE,2020-12-31,0,
Switzerland,CHE,2021-01-01,0,
Switzerland,CHE,2021-01-02,0,
Switzerland,CHE,2021-01-03,0,
Switzerland,CHE,2021-01-04,0,
Switzerland,CHE,2021-01-05,0,
Switzerland,CHE,2021-01-06,0,
Switzerland,CHE,2021-01-07,0,
Switzerland,CHE,2021-01-08,0,
Switzerland,CHE,2021-01-09,0,
Switzerland,CHE,2021-01-10,0,
Switzerland,CHE,2021-01-11,0,
Switzerland,CHE,2021-01-12,0,
Switzerland,CHE,2021-01-13,0,
Switzerland,CHE,2021-01-14,0,
Switzerland,CHE,2021-01-15,0,
Switzerland,CHE,2021-01-16,0,
Switzerland,CHE,2021-01-17,0,
Switzerland,CHE,2021-01-18,0.01,
Switzerland,CHE,2021-01-19,0.02,
Switzerland,CHE,2021-01-20,0.03,
Switzerland,CHE,2021-01-21,0.04,
Switzerland,CHE,2021-01-22,0.04,
Switzerland,CHE,2021-01-23,0.04,
Switzerland,CHE,2021-01-24,0.04,
Switzerland,CHE,2021-01-25,0.06,
Switzerland,CHE,2021-01-26,0.09,
Switzerland,CHE,2021-01-27,0.11,
Switzerland,CHE,2021-01-28,0.14,
Switzerland,CHE,2021-01-29,0.17,
Switzerland,CHE,2021-01-30,0.17,
Switzerland,CHE,2021-01-31,0.17,
Switzerland,CHE,2021-02-01,0.22,
Switzerland,CHE,2021-02-02,0.29,
Switzerland,CHE,2021-02-03,0.35,
Switzerland,CHE,2021-02-04,0.43,
Switzerland,CHE,2021-02-05,0.51,
Switzerland,CHE,2021-02-06,0.53,
Switzerland,CHE,2021-02-07,0.53,
Switzerland,CHE,2021-02-08,0.63,
Switzerland,CHE,2021-02-09,0.76,
Switzerland,CHE,2021-02-10,0.87,
Switzerland,CHE,2021-02-11,1,
Switzerland,CHE,2021-02-12,1.12,
Switzerland,CHE,2021-02-13,1.16,
Switzerland,CHE,2021-02-14,1.16,
Switzerland,CHE,2021-02-15,1.27,
Switzerland,CHE,2021-02-16,1.41,
Switzerland,CHE,2021-02-17,1.56,
Switzerland,CHE,2021-02-18,1.75,
Switzerland,CHE,2021-02-19,1.92,
Switzerland,CHE,2021-02-20,1.97,
Switzerland,CHE,2021-02-21,1.98,
Switzerland,CHE,2021-02-22,2.13,
Switzerland,CHE,2021-02-23,2.32,
Switzerland,CHE,2021-02-24,2.53,
Switzerland,CHE,2021-02-25,2.75,
Switzerland,CHE,2021-02-26,2.94,
Switzerland,CHE,2021-02-27,2.99,
Switzerland,CHE,2021-02-28,3,
Switzerland,CHE,2021-03-01,3.13,
Switzerland,CHE,2021-03-02,3.3,
Switzerland,CHE,2021-03-03,3.48,
Switzerland,CHE,2021-03-04,3.66,
Switzerland,CHE,2021-03-05,3.83,
Switzerland,CHE,2021-03-06,3.86,
Switzerland,CHE,2021-03-07,3.87,
Switzerland,CHE,2021-03-08,3.99,
Switzerland,CHE,2021-03-09,4.14,
Switzerland,CHE,2021-03-10,4.27,
Switzerland,CHE,2021-03-11,4.41,
Switzerland,CHE,2021-03-12,4.55,
Switzerland,CHE,2021-03-13,4.57,
Switzerland,CHE,2021-03-14,4.58,
Switzerland,CHE,2021-03-15,4.69,
Switzerland,CHE,2021-03-16,4.85,
Switzerland,CHE,2021-03-17,5.03,
Switzerland,CHE,2021-03-18,5.22,
Switzerland,CHE,2021-03-19,5.37,
Switzerland,CHE,2021-03-20,5.4,
Switzerland,CHE,2021-03-21,5.4,
Switzerland,CHE,2021-03-22,5.53,
Switzerland,CHE,2021-03-23,5.69,
Switzerland,CHE,2021-03-24,5.85,
Switzerland,CHE,2021-03-25,6,
Switzerland,CHE,2021-03-26,6.15,
Switzerland,CHE,2021-03-27,6.17,
Switzerland,CHE,2021-03-28,6.18,
Switzerland,CHE,2021-03-29,6.32,
Switzerland,CHE,2021-03-30,6.47,
Switzerland,CHE,2021-03-31,6.64,
Switzerland,CHE,2021-04-01,6.84,
Switzerland,CHE,2021-04-02,6.89,
Switzerland,CHE,2021-04-03,6.92,
Switzerland,CHE,2021-04-04,6.93,
Switzerland,CHE,2021-04-05,6.95,
Switzerland,CHE,2021-04-06,7.17,
Switzerland,CHE,2021-04-07,7.4,
Switzerland,CHE,2021-04-08,7.65,
Switzerland,CHE,2021-04-09,7.85,
Switzerland,CHE,2021-04-10,7.9,
Switzerland,CHE,2021-04-11,7.92,
Switzerland,CHE,2021-04-12,8.06,
Switzerland,CHE,2021-04-13,8.25,
Switzerland,CHE,2021-04-14,8.45,
Switzerland,CHE,2021-04-15,8.64,
Switzerland,CHE,2021-04-16,8.83,
Switzerland,CHE,2021-04-17,8.87,
Switzerland,CHE,2021-04-18,8.88,
Switzerland,CHE,2021-04-19,9.06,
Switzerland,CHE,2021-04-20,9.28,
Switzerland,CHE,2021-04-21,9.52,
Switzerland,CHE,2021-04-22,9.79,
Switzerland,CHE,2021-04-23,10.02,
Switzerland,CHE,2021-04-24,10.1,
Switzerland,CHE,2021-04-25,10.13,
Switzerland,CHE,2021-04-26,10.35,
Switzerland,CHE,2021-04-27,10.63,
Switzerland,CHE,2021-04-28,10.88,
Switzerland,CHE,2021-04-29,11.15,
Switzerland,CHE,2021-04-30,11.29,
Switzerland,CHE,2021-05-01,11.34,
Switzerland,CHE,2021-05-02,11.35,
Switzerland,CHE,2021-05-03,11.47,
Switzerland,CHE,2021-05-04,11.71,
Switzerland,CHE,2021-05-05,12.02,
Switzerland,CHE,2021-05-06,12.38,
Switzerland,CHE,2021-05-07,12.74,
Switzerland,CHE,2021-05-08,12.86,
Switzerland,CHE,2021-05-09,12.9,
Switzerland,CHE,2021-05-10,13.29,
Switzerland,CHE,2021-05-11,13.75,
Switzerland,CHE,2021-05-12,14.25,
Switzerland,CHE,2021-05-13,14.43,
Switzerland,CHE,2021-05-14,14.85,
Switzerland,CHE,2021-05-15,15,
Switzerland,CHE,2021-05-16,15.05,
Switzerland,CHE,2021-05-17,15.53,
Switzerland,CHE,2021-05-18,16.08,
Switzerland,CHE,2021-05-19,16.62,
Switzerland,CHE,2021-05-20,17.22,
Switzerland,CHE,2021-05-21,17.76,
Switzerland,CHE,2021-05-22,17.95,
Switzerland,CHE,2021-05-23,18.02,
Switzerland,CHE,2021-05-24,18.25,
Switzerland,CHE,2021-05-25,18.85,
Switzerland,CHE,2021-05-26,19.47,
Switzerland,CHE,2021-05-27,20.07,
Switzerland,CHE,2021-05-28,20.69,
Switzerland,CHE,2021-05-29,21,
Switzerland,CHE,2021-05-30,21.12,
Switzerland,CHE,2021-05-31,21.69,
Switzerland,CHE,2021-06-01,22.32,
Switzerland,CHE,2021-06-02,22.95,
Switzerland,CHE,2021-06-03,23.52,
Switzerland,CHE,2021-06-04,24.17,
Switzerland,CHE,2021-06-05,24.51,
Switzerland,CHE,2021-06-06,24.65,
Switzerland,CHE,2021-06-07,25.23,
Switzerland,CHE,2021-06-08,25.89,
Switzerland,CHE,2021-06-09,26.52,
Switzerland,CHE,2021-06-10,27.03,
Switzerland,CHE,2021-06-11,27.6,
Switzerland,CHE,2021-06-12,27.95,
Switzerland,CHE,2021-06-13,28.12,
Switzerland,CHE,2021-06-14,28.64,
Switzerland,CHE,2021-06-15,29.25,
Switzerland,CHE,2021-06-16,29.88,
Switzerland,CHE,2021-06-17,30.55,
Switzerland,CHE,2021-06-18,31.2,
Switzerland,CHE,2021-06-19,31.55,
Switzerland,CHE,2021-06-20,31.69,
Switzerland,CHE,2021-06-21,32.21,
Switzerland,CHE,2021-06-22,32.82,
Switzerland,CHE,2021-06-23,33.44,
Switzerland,CHE,2021-06-24,34.08,
Switzerland,CHE,2021-06-25,34.7,
Switzerland,CHE,2021-06-26,35.02,
Switzerland,CHE,2021-06-27,35.18,
Switzerland,CHE,2021-06-28,35.77,
Switzerland,CHE,2021-06-29,36.41,
Switzerland,CHE,2021-06-30,37.12,
Switzerland,CHE,2021-07-01,37.75,
Switzerland,CHE,2021-07-02,38.39,
Switzerland,CHE,2021-07-03,38.82,
Switzerland,CHE,2021-07-04,38.97,
Switzerland,CHE,2021-07-05,39.62,
Switzerland,CHE,2021-07-06,40.27,
Switzerland,CHE,2021-07-07,40.9,
Switzerland,CHE,2021-07-08,41.57,
Switzerland,CHE,2021-07-09,42.23,
Switzerland,CHE,2021-07-10,42.65,
Switzerland,CHE,2021-07-11,42.76,
Switzerland,CHE,2021-07-12,43.42,
Switzerland,CHE,2021-07-13,44.06,
Switzerland,CHE,2021-07-14,44.62,
Switzerland,CHE,2021-07-15,45.18,
Switzerland,CHE,2021-07-16,45.72,
Switzerland,CHE,2021-07-17,46.03,
Switzerland,CHE,2021-07-18,46.11,
Switzerland,CHE,2021-07-19,46.71,
Switzerland,CHE,2021-07-20,47.21,
Switzerland,CHE,2021-07-21,47.63,
Switzerland,CHE,2021-07-22,48.02,
Switzerland,CHE,2021-07-23,48.42,
Switzerland,CHE,2021-07-24,48.66,
Switzerland,CHE,2021-07-25,48.7,
Switzerland,CHE,2021-07-26,49.05,
Switzerland,CHE,2021-07-27,49.33,
Switzerland,CHE,2021-07-28,49.57,
Switzerland,CHE,2021-07-29,49.8,
Switzerland,CHE,2021-07-30,50.03,
Switzerland,CHE,2021-07-31,50.12,
Switzerland,CHE,2021-08-01,50.13,
Switzerland,CHE,2021-08-02,50.3,
Switzerland,CHE,2021-08-03,50.5,
Switzerland,CHE,2021-08-04,50.67,
Switzerland,CHE,2021-08-05,50.85,
Switzerland,CHE,2021-08-06,51.04,
Switzerland,CHE,2021-08-07,51.1,
Switzerland,CHE,2021-08-08,51.11,
Switzerland,CHE,2021-08-09,51.26,
Switzerland,CHE,2021-08-10,51.42,
Switzerland,CHE,2021-08-11,51.57,
Switzerland,CHE,2021-08-12,51.74,
Switzerland,CHE,2021-08-13,51.91,
Switzerland,CHE,2021-08-14,51.97,
Switzerland,CHE,2021-08-15,51.97,
Switzerland,CHE,2021-08-16,52.12,
Switzerland,CHE,2021-08-17,52.27,
Switzerland,CHE,2021-08-18,52.43,
Switzerland,CHE,2021-08-19,52.58,
Switzerland,CHE,2021-08-20,52.77,
Switzerland,CHE,2021-08-21,52.83,
Switzerland,CHE,2021-08-22,52.83,
Switzerland,CHE,2021-08-23,52.97,
Switzerland,CHE,2021-08-24,53.11,
Switzerland,CHE,2021-08-25,53.27,
Switzerland,CHE,2021-08-26,53.42,
Switzerland,CHE,2021-08-27,53.6,
Switzerland,CHE,2021-08-28,53.67,
Switzerland,CHE,2021-08-29,53.68,
Switzerland,CHE,2021-08-30,53.78,
Switzerland,CHE,2021-08-31,53.9,
Switzerland,CHE,2021-09-01,54.03,
Switzerland,CHE,2021-09-02,54.16,
Switzerland,CHE,2021-09-03,54.31,
Switzerland,CHE,2021-09-04,54.37,
Switzerland,CHE,2021-09-05,54.38,
Switzerland,CHE,2021-09-06,54.48,
Switzerland,CHE,2021-09-07,54.6,
Switzerland,CHE,2021-09-08,54.75,
Switzerland,CHE,2021-09-09,54.89,
Switzerland,CHE,2021-09-10,55.08,
Switzerland,CHE,2021-09-11,55.18,
Switzerland,CHE,2021-09-12,55.19,
Switzerland,CHE,2021-09-13,55.33,
Switzerland,CHE,2021-09-14,55.47,
Switzerland,CHE,2021-09-15,55.66,
Switzerland,CHE,2021-09-16,55.84,
Switzerland,CHE,2021-09-17,56.07,
Switzerland,CHE,2021-09-18,56.18,
Switzerland,CHE,2021-09-19,56.19,
Switzerland,CHE,2021-09-20,56.33,
Switzerland,CHE,2021-09-21,56.49,
Switzerland,CHE,2021-09-22,56.67,
Switzerland,CHE,2021-09-23,56.87,
Switzerland,CHE,2021-09-24,57.11,
Switzerland,CHE,2021-09-25,57.26,
Switzerland,CHE,2021-09-26,57.28,
Switzerland,CHE,2021-09-27,57.45,
Switzerland,CHE,2021-09-28,57.61,
Switzerland,CHE,2021-09-29,57.82,
Switzerland,CHE,2021-09-30,58.02,
Switzerland,CHE,2021-10-01,58.26,
Switzerland,CHE,2021-10-02,58.39,
Switzerland,CHE,2021-10-03,58.41,
Switzerland,CHE,2021-10-04,58.61,
Switzerland,CHE,2021-10-05,58.79,
Switzerland,CHE,2021-10-06,59.02,
Switzerland,CHE,2021-10-07,59.25,
Switzerland,CHE,2021-10-08,59.55,
Switzerland,CHE,2021-10-09,59.72,
Switzerland,CHE,2021-10-10,59.75,
Syria,SYR,2021-06-21,0.03,
Syria,SYR,2021-07-09,0.05,
Syria,SYR,2021-08-30,1.1,
Syria,SYR,2021-09-13,1.36,
Syria,SYR,2021-09-29,1.76,
Taiwan,TWN,2021-06-15,0.1,
Taiwan,TWN,2021-06-21,0.12,
Taiwan,TWN,2021-06-22,0.12,
Taiwan,TWN,2021-06-23,0.13,
Taiwan,TWN,2021-06-24,0.14,
Taiwan,TWN,2021-06-25,0.15,
Taiwan,TWN,2021-06-27,0.15,
Taiwan,TWN,2021-06-28,0.16,
Taiwan,TWN,2021-06-29,0.17,
Taiwan,TWN,2021-06-30,0.18,
Taiwan,TWN,2021-07-01,0.18,
Taiwan,TWN,2021-07-02,0.19,
Taiwan,TWN,2021-07-04,0.19,
Taiwan,TWN,2021-07-05,0.2,
Taiwan,TWN,2021-07-06,0.21,
Taiwan,TWN,2021-07-07,0.22,
Taiwan,TWN,2021-07-08,0.25,
Taiwan,TWN,2021-07-09,0.3,
Taiwan,TWN,2021-07-11,0.31,
Taiwan,TWN,2021-07-12,0.33,
Taiwan,TWN,2021-07-13,0.36,
Taiwan,TWN,2021-07-14,0.4,
Taiwan,TWN,2021-07-15,0.45,
Taiwan,TWN,2021-07-16,0.53,
Taiwan,TWN,2021-07-18,0.55,
Taiwan,TWN,2021-07-19,0.59,
Taiwan,TWN,2021-07-20,0.65,
Taiwan,TWN,2021-07-21,0.74,
Taiwan,TWN,2021-07-22,0.84,
Taiwan,TWN,2021-07-23,0.96,
Taiwan,TWN,2021-07-25,1.01,
Taiwan,TWN,2021-07-26,1.1,
Taiwan,TWN,2021-07-27,1.21,
Taiwan,TWN,2021-07-28,1.32,
Taiwan,TWN,2021-07-29,1.44,
Taiwan,TWN,2021-07-30,1.6,
Taiwan,TWN,2021-08-01,1.63,
Taiwan,TWN,2021-08-02,1.69,
Taiwan,TWN,2021-08-03,1.75,
Taiwan,TWN,2021-08-04,1.83,
Taiwan,TWN,2021-08-05,1.92,
Taiwan,TWN,2021-08-06,2.07,
Taiwan,TWN,2021-08-08,2.1,
Taiwan,TWN,2021-08-09,2.18,
Taiwan,TWN,2021-08-10,2.26,
Taiwan,TWN,2021-08-11,2.37,
Taiwan,TWN,2021-08-12,2.5,
Taiwan,TWN,2021-08-13,2.72,
Taiwan,TWN,2021-08-15,2.77,
Taiwan,TWN,2021-08-16,2.87,
Taiwan,TWN,2021-08-17,2.95,
Taiwan,TWN,2021-08-18,3.04,
Taiwan,TWN,2021-08-19,3.12,
Taiwan,TWN,2021-08-20,3.24,
Taiwan,TWN,2021-08-22,3.26,
Taiwan,TWN,2021-08-23,3.29,
Taiwan,TWN,2021-08-24,3.36,
Taiwan,TWN,2021-08-25,3.43,
Taiwan,TWN,2021-08-26,3.53,
Taiwan,TWN,2021-08-27,3.65,
Taiwan,TWN,2021-08-29,3.69,
Taiwan,TWN,2021-08-30,3.78,
Taiwan,TWN,2021-08-31,3.86,
Taiwan,TWN,2021-09-01,3.93,
Taiwan,TWN,2021-09-02,4,
Taiwan,TWN,2021-09-03,4.07,
Taiwan,TWN,2021-09-05,4.12,
Taiwan,TWN,2021-09-06,4.14,
Taiwan,TWN,2021-09-07,4.18,
Taiwan,TWN,2021-09-08,4.23,
Taiwan,TWN,2021-09-09,4.28,
Taiwan,TWN,2021-09-10,4.35,
Taiwan,TWN,2021-09-12,4.39,
Taiwan,TWN,2021-09-13,4.42,
Taiwan,TWN,2021-09-14,4.45,
Taiwan,TWN,2021-09-15,5.14,
Taiwan,TWN,2021-09-16,5.88,
Taiwan,TWN,2021-09-17,6.62,
Taiwan,TWN,2021-09-21,7.19,
Taiwan,TWN,2021-09-22,7.65,
Taiwan,TWN,2021-09-23,8.15,
Taiwan,TWN,2021-09-24,8.67,
Taiwan,TWN,2021-09-26,9.02,
Taiwan,TWN,2021-09-27,9.27,
Taiwan,TWN,2021-09-28,9.55,
Taiwan,TWN,2021-09-29,9.96,
Taiwan,TWN,2021-09-30,11.06,
