krs17;krs17name;fl17;bev17;bevM17;bevF17;kbez;kbez;ksitz;kslk;kslkname;kreg17;kreg17name;st_kreg ;st_kreg_name ;kslk_kreg;kslk_kreg_name;ktyp4;ktyp4_name;slraum;slraum_name;raumt2010lage_kreis;raumt2010lage_kreis_name;ROR11;ROR11name;rtyp3;rtyp3name;AAG;AAGname;IAB_Typ;IAB_Typ_name;amr16;amr16name;foerd1420;amr_styp3;RBZ;RBZname;NUTS2;NUTS2name;grenzreg_v1;grenzreg_v2;metropolen_IKM_2015_a;metropolen_IKM_2015_b;land;land_name;kv;kv_name;WO;WO_name
5513;Gelsenkirchen, Stadt;104,94;260305;129548;130757;41;Kreisfreie Stadt;Gelsenkirchen;1;Kreisfreie Stadt;5513000;Gelsenkirchen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;509;Emscher-Lippe;1;Städtische Region;345;AA Gelsenkirchen;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;63;Gelsenkirchen;C;1;55;Münster;DEA3;Münster;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5515;Münster, Stadt;303,28;313559;150360;163199;41;Kreisfreie Stadt;Münster;1;Kreisfreie Stadt;5515000;Münster, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;511;Münster;2;Region mit Verstädterungsansätzen;367;AA Ahlen - Münster;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;64;Münster;N;1;55;Münster;DEA3;Münster;0;3;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5554;Borken;1420,96;369718;184623;185095;43;Kreis;Borken;2;Landkreis;5554000;Borken;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;511;Münster;2;Region mit Verstädterungsansätzen;327;AA Coesfeld;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;65;Borken;N;1;55;Münster;DEA3;Münster;2;3;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5558;Coesfeld;1112,03;219360;108296;111064;43;Kreis;Coesfeld;2;Landkreis;5558000;Coesfeld;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;511;Münster;2;Region mit Verstädterungsansätzen;327;AA Coesfeld;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;64;Münster;N;1;55;Münster;DEA3;Münster;0;3;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5562;Recklinghausen;761,32;616824;300982;315842;43;Kreis;Recklinghausen;2;Landkreis;5562000;Recklinghausen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;509;Emscher-Lippe;1;Städtische Region;375;AA Recklinghausen;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;63;Gelsenkirchen;C/D;1;55;Münster;DEA3;Münster;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5566;Steinfurt;1795,76;446565;222393;224172;43;Kreis;Steinfurt;2;Landkreis;5566000;Steinfurt;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;511;Münster;2;Region mit Verstädterungsansätzen;377;AA Rheine;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;66;Steinfurt;N;1;55;Münster;DEA3;Münster;2;3;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5570;Warendorf;1319,42;277458;137179;140279;43;Kreis;Warendorf;2;Landkreis;5570000;Warendorf;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;511;Münster;2;Region mit Verstädterungsansätzen;367;AA Ahlen - Münster;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;64;Münster;N;1;55;Münster;DEA3;Münster;0;3;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5711;Bielefeld, Stadt;258,82;332552;160267;172285;41;Kreisfreie Stadt;Bielefeld;1;Kreisfreie Stadt;5711000;Bielefeld, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;503;Bielefeld;1;Städtische Region;317;AA Bielefeld;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;67;Bielefeld;D;1;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5754;Gütersloh;969,21;363049;181382;181667;43;Kreis;Gütersloh;2;Landkreis;5754000;Gütersloh;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;503;Bielefeld;1;Städtische Region;317;AA Bielefeld;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;68;Gütersloh;N;1;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5758;Herford;450,41;251539;123438;128101;43;Kreis;Herford;2;Landkreis;5758000;Herford;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;503;Bielefeld;1;Städtische Region;353;AA Herford;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;67;Bielefeld;D;1;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5762;Höxter;1201,42;141565;70508;71057;43;Kreis;Höxter;2;Landkreis;5762000;Höxter;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;512;Paderborn;2;Region mit Verstädterungsansätzen;373;AA Paderborn;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;44;Höxter;D;2;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5766;Lippe;1246,19;349069;171302;177767;43;Kreis;Detmold;2;Landkreis;5766000;Lippe;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;503;Bielefeld;1;Städtische Region;331;AA Detmold;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;69;Detmold;D;1;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5770;Minden-Lübbecke;1152,41;311207;153509;157698;43;Kreis;Minden;2;Landkreis;5770000;Minden-Lübbecke;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;503;Bielefeld;1;Städtische Region;353;AA Herford;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;70;Minden;N;1;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5774;Paderborn;1246,78;305362;152796;152566;43;Kreis;Paderborn;2;Landkreis;5774000;Paderborn;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;512;Paderborn;2;Region mit Verstädterungsansätzen;373;AA Paderborn;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;71;Paderborn;N;1;57;Detmold;DEA4;Detmold;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5911;Bochum, Stadt;145,66;365529;178122;187407;41;Kreisfreie Stadt;Bochum;1;Kreisfreie Stadt;5911000;Bochum, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;504;Bochum/Hagen;1;Städtische Region;321;AA Bochum;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;72;Bochum;C;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5913;Dortmund, Stadt;280,71;586600;288076;298524;41;Kreisfreie Stadt;Dortmund;1;Kreisfreie Stadt;5913000;Dortmund, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;506;Dortmund;1;Städtische Region;333;AA Dortmund;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;73;Dortmund;C;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5914;Hagen, Stadt;160,45;187730;91443;96287;41;Kreisfreie Stadt;Hagen;1;Kreisfreie Stadt;5914000;Hagen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;504;Bochum/Hagen;1;Städtische Region;347;AA Hagen;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;74;Hagen;C;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5915;Hamm, Stadt;226,43;179185;88012;91173;41;Kreisfreie Stadt;Hamm;1;Kreisfreie Stadt;5915000;Hamm, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;506;Dortmund;1;Städtische Region;351;AA Hamm;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;73;Dortmund;D;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5916;Herne, Stadt;51,42;156490;76665;79825;41;Kreisfreie Stadt;Herne;1;Kreisfreie Stadt;5916000;Herne, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;504;Bochum/Hagen;1;Städtische Region;321;AA Bochum;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;63;Gelsenkirchen;C;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5954;Ennepe-Ruhr-Kreis;409,64;324670;157613;167057;43;Kreis;Schwelm;2;Landkreis;5954000;Ennepe-Ruhr-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;504;Bochum/Hagen;1;Städtische Region;347;AA Hagen;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;53;Schwelm;N;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5958;Hochsauerlandkreis;1960,15;261591;130419;131172;43;Kreis;Meschede;2;Landkreis;5958000;Hochsauerlandkreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;502;Arnsberg;2;Region mit Verstädterungsansätzen;383;AA Meschede - Soest;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;76;Meschede;N;2;59;Arnsberg;DEA5;Arnsberg;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5962;Märkischer Kreis;1061,08;413383;203503;209880;43;Kreis;Lüdenscheid;2;Landkreis;5962000;Märkischer Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;504;Bochum/Hagen;1;Städtische Region;355;AA Iserlohn;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;75;Lüdenscheid;N;1;59;Arnsberg;DEA5;Arnsberg;0;0;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5966;Olpe;712,14;134808;67521;67287;43;Kreis;Olpe;2;Landkreis;5966000;Olpe;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;513;Siegen;2;Region mit Verstädterungsansätzen;381;AA Siegen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;78;Olpe;N;1;59;Arnsberg;DEA5;Arnsberg;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5970;Siegen-Wittgenstein;1132,89;277977;138101;139876;43;Kreis;Siegen;2;Landkreis;5970000;Siegen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;513;Siegen;2;Region mit Verstädterungsansätzen;381;AA Siegen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;77;Siegen;N;1;59;Arnsberg;DEA5;Arnsberg;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5974;Soest;1328,62;301693;149877;151816;43;Kreis;Soest;2;Landkreis;5974000;Soest;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;502;Arnsberg;2;Region mit Verstädterungsansätzen;383;AA Meschede - Soest;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;79;Soest;N;1;59;Arnsberg;DEA5;Arnsberg;0;0;;;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
5978;Unna;543,21;393934;191739;202195;43;Kreis;Unna;2;Landkreis;5978000;Unna;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;506;Dortmund;1;Städtische Region;351;AA Hamm;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;73;Dortmund;C/D;1;59;Arnsberg;DEA5;Arnsberg;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;20;Westfalen-Lippe;1;Westdeutschland
6411;Darmstadt, Stadt;122,09;158254;80565;77689;41;Kreisfreie Stadt;Darmstadt;1;Kreisfreie Stadt;6411000;Darmstadt, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;605;Starkenburg;1;Städtische Region;415;AA Darmstadt;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;94;Darmstadt;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6412;Frankfurt am Main, Stadt;248,31;746878;368721;378157;41;Kreisfreie Stadt;Frankfurt am Main;1;Kreisfreie Stadt;6412000;Frankfurt am Main, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;419;AA Frankfurt;2;IIa-Großstädtische Bezirke mit erhöhter Arbeitslosigkeit;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6413;Offenbach am Main, Stadt;44,89;126658;62566;64092;41;Kreisfreie Stadt;Offenbach am Main;1;Kreisfreie Stadt;6413000;Offenbach am Main, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;451;AA Offenbach;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6414;Wiesbaden, Stadt;203,93;278654;133148;145506;41;Kreisfreie Stadt;Wiesbaden;1;Kreisfreie Stadt;6414000;Wiesbaden, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;459;AA Wiesbaden;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;91;Wiesbaden;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6431;Bergstraße;719,51;268780;132830;135950;44;Landkreis;Heppenheim;2;Landkreis;6431000;Bergstraße;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;605;Starkenburg;1;Städtische Region;415;AA Darmstadt;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;130;Mannheim;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;Metropolregion Rhein-Neckar;6;Hessen;46;Hessen;1;Westdeutschland
6432;Darmstadt-Dieburg;658,63;296048;147134;148914;44;Landkreis;Darmstadt;2;Landkreis;6432000;Darmstadt-Dieburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;605;Starkenburg;1;Städtische Region;415;AA Darmstadt;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;94;Darmstadt;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6433;Groß-Gerau;453,03;271403;135459;135944;44;Landkreis;Groß-Gerau;2;Landkreis;6433000;Groß-Gerau;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;605;Starkenburg;1;Städtische Region;433;AA Hofheim;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6434;Hochtaunuskreis;482;235995;114460;121535;44;Landkreis;Bad Homburg;2;Landkreis;6434000;Hochtaunuskreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;433;AA Hofheim;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6435;Main-Kinzig-Kreis;1397,55;418208;206318;211890;44;Landkreis;Gelnhausen;2;Landkreis;6435000;Main-Kinzig-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;431;AA Hanau;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;93;Hanau;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6436;Main-Taunus-Kreis;222,39;236969;115893;121076;44;Landkreis;Hofheim a. T.;2;Landkreis;6436000;Main-Taunus-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;433;AA Hofheim;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6437;Odenwaldkreis;623,97;96597;47757;48840;44;Landkreis;Erbach;2;Landkreis;6437000;Odenwaldkreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;605;Starkenburg;1;Städtische Region;415;AA Darmstadt;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;95;Erbach;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6438;Offenbach;356,29;351692;173204;178488;44;Landkreis;Dietzenbach;2;Landkreis;6438000;Offenbach;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;451;AA Offenbach;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6439;Rheingau-Taunus-Kreis;811,48;186602;91778;94824;44;Landkreis;Bad Schwalbach;2;Landkreis;6439000;Rheingau-Taunus-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;604;Rhein-Main;1;Städtische Region;459;AA Wiesbaden;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;91;Wiesbaden;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6440;Wetteraukreis;1100,69;305312;150977;154335;44;Landkreis;Friedberg (Hessen);2;Landkreis;6440000;Wetteraukreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;604;Rhein-Main;1;Städtische Region;427;AA Gießen;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;92;Frankfurt/Main;N;1;64;Darmstadt;DE71;Darmstadt;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6531;Gießen;854,66;267056;131272;135784;44;Landkreis;Gießen;2;Landkreis;6531000;Gießen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;601;Mittelhessen;3;Ländliche Region;427;AA Gießen;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;89;Gießen;D/N;1;65;Gießen;DE72;Gießen;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6532;Lahn-Dill-Kreis;1066,53;254164;125332;128832;44;Landkreis;Wetzlar;2;Landkreis;6532000;Lahn-Dill-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;601;Mittelhessen;3;Ländliche Region;443;AA Limburg - Wetzlar;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;88;Wetzlar;N;1;65;Gießen;DE72;Gießen;0;0;;;6;Hessen;46;Hessen;1;Westdeutschland
6533;Limburg-Weilburg;738,46;171971;85392;86579;44;Landkreis;Limburg a.d.Lahn;2;Landkreis;6533000;Limburg-Weilburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;601;Mittelhessen;3;Ländliche Region;443;AA Limburg - Wetzlar;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;90;Limburg;N;1;65;Gießen;DE72;Gießen;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6534;Marburg-Biedenkopf;1262,54;246165;121174;124991;44;Landkreis;Marburg;2;Landkreis;6534000;Marburg-Biedenkopf;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;601;Mittelhessen;3;Ländliche Region;447;AA Marburg;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;85;Marburg;N;2;65;Gießen;DE72;Gießen;0;0;;;6;Hessen;46;Hessen;1;Westdeutschland
6535;Vogelsbergkreis;1458,99;106451;53322;53129;44;Landkreis;Lauterbach;2;Landkreis;6535000;Vogelsbergkreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;601;Mittelhessen;3;Ländliche Region;427;AA Gießen;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;86;Lauterbach;D;3;65;Gießen;DE72;Gießen;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6611;Kassel, Stadt;106,78;200736;98371;102365;41;Kreisfreie Stadt;Kassel;1;Kreisfreie Stadt;6611000;Kassel, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;2;zentral;602;Nordhessen;2;Region mit Verstädterungsansätzen;435;AA Kassel;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;81;Kassel;N;1;66;Kassel;DE73;Kassel;0;0;;;6;Hessen;46;Hessen;1;Westdeutschland
6631;Fulda;1380,48;221783;110139;111644;44;Landkreis;Fulda;2;Landkreis;6631000;Fulda;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;603;Osthessen;3;Ländliche Region;411;AA Bad Hersfeld - Fulda;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;87;Fulda;N;2;66;Kassel;DE73;Kassel;0;0;Metropolregion Frankfurt/Rhein-Main;;6;Hessen;46;Hessen;1;Westdeutschland
6632;Hersfeld-Rotenburg;1097,09;121101;60611;60490;44;Landkreis;Bad Hersfeld;2;Landkreis;6632000;Hersfeld-Rotenburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;603;Osthessen;3;Ländliche Region;411;AA Bad Hersfeld - Fulda;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;84;Hersfeld;D/N;3;66;Kassel;DE73;Kassel;0;0;;;6;Hessen;46;Hessen;1;Westdeutschland
